,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
165,Troy Smith\SmitTr02,SFO,QB,26,6,6,73,145,1176,5,4,23,121,5.26,1,0,0,0,,0,6,,1,,,77,77.1,87.1,81.1,,35,
166,Joel Dreessen\DreeJo00,HOU,TE,28,16,10,0,0,0,0,0,0,0,,0,55,36,518,14.39,4,1,,4,,,76,111.8,114.8,93.8,,17,
167,Earl Bennett\BennEa00,CHI,WR,23,14,3,0,0,0,0,0,2,9,4.50,0,71,46,561,12.20,3,1,,3,,,75,121.0,124.0,98.0,,62,
168,Brent Celek\CeleBr00,PHI,TE,25,16,15,0,0,0,0,0,0,0,,0,79,42,511,12.17,4,0,,4,,,75,117.1,120.1,96.1,,18,
169,Devin Hester*+\HestDe99,CHI,WR,28,16,13,0,0,0,0,0,7,30,4.29,0,73,40,475,11.88,4,0,,7,,,75,132.5,135.5,112.5,,63,
170,John Kuhn\KuhnJo00,GNB,RB,28,16,2,0,0,0,0,0,84,281,3.35,4,18,15,97,6.47,2,1,,6,,,74,88.8,91.8,81.3,,52,
171,Tony Moeaki\MoeaTo00,KAN,TE,23,15,15,0,0,0,0,0,0,0,,0,73,47,556,11.83,3,0,,3,,,74,120.6,123.6,97.1,,19,
172,Jermaine Gresham\GresJe00,CIN,TE,22,15,10,0,0,0,0,0,0,0,,0,83,52,471,9.06,4,2,,4,1,,73,125.1,128.1,99.1,,20,
173,Steve Smith\SmitSt02,NYG,WR,25,9,7,0,0,0,0,0,0,0,,0,75,48,529,11.02,3,0,,3,,,71,118.9,121.9,94.9,,64,
174,Brian Hartline\HartBr00,MIA,WR,24,12,11,0,0,0,0,0,2,27,13.50,0,73,43,615,14.30,1,1,,1,,,70,113.2,116.2,91.7,,66,
175,Jordy Nelson\NelsJo00,GNB,WR,25,16,4,0,0,0,0,0,0,0,,0,64,45,582,12.93,2,3,,2,,,70,115.2,118.2,92.7,,65,
176,Greg Olsen\OlseGr00,CHI,TE,25,16,13,0,0,0,0,0,0,0,,0,70,41,404,9.85,5,2,,5,,,70,111.4,114.4,90.9,,21,
177,Marcel Reece\ReecMa00,OAK,RB,25,16,10,0,0,0,0,0,30,122,4.07,1,43,25,333,13.32,3,1,,4,,,70,94.5,100.5,82.0,,53,
178,David Gettis\GettDa00,CAR,WR,23,15,13,0,0,0,0,0,3,2,0.67,0,67,37,508,13.73,3,1,,3,,,69,106.0,109.0,87.5,,68,
179,Randy Moss\MossRa00,3TM,WR,33,16,11,0,0,0,0,0,0,0,,0,63,28,393,14.04,5,0,,5,,,69,97.3,100.3,83.3,,67,
180,Kevin Kolb\KolbKe00,PHI,QB,26,7,5,115,189,1197,7,7,15,65,4.33,0,0,0,0,,0,6,,0,,,68,68.4,78.4,75.4,,36,
181,Steve Smith\SmitSt01,CAR,WR,31,14,14,0,0,0,0,0,1,9,9.00,0,100,46,554,12.04,2,3,,2,,,68,114.3,117.3,91.3,,69,
182,Brandon Tate\TateBr00,NWE,WR,23,16,10,0,0,0,0,0,5,62,12.40,0,46,24,432,18.00,3,1,,5,,,67,103.4,106.4,91.4,,70,
183,Marion Barber\BarbMa01,DAL,RB,27,13,10,0,1,0,0,0,113,374,3.31,4,16,11,49,4.45,0,0,,4,,,66,77.3,80.3,71.8,,54,
184,Jimmy Graham\GrahJi00,NOR,TE,24,15,5,0,0,0,0,0,1,3,3.00,0,44,31,356,11.48,5,1,,5,,,66,96.9,99.9,81.4,,22,
185,Blair White\WhitBl00,IND,WR,23,13,4,0,0,0,0,0,0,0,,0,57,36,355,9.86,5,1,,5,,,66,101.5,104.5,83.5,,71,
186,Jason Avant\AvanJa00,PHI,WR,27,16,3,0,0,0,0,0,0,0,,0,76,51,573,11.24,1,0,,1,1,,65,116.3,119.3,90.8,,72,
187,Mohamed Massaquoi\MassMo00,CLE,WR,24,15,14,1,1,29,1,0,1,-3,-3.00,0,73,36,483,13.42,2,1,,2,,,65,101.2,104.2,83.2,,73,
188,Visanthe Shiancoe\ShiaVi00,MIN,TE,30,16,9,0,0,0,0,0,0,0,,0,79,47,530,11.28,2,0,,2,,,65,112.0,115.0,88.5,,23,
189,Correll Buckhalter\BuckCo00,DEN,RB,32,15,0,0,0,0,0,0,59,147,2.49,2,39,28,240,8.57,2,1,,4,,,63,90.7,96.7,76.7,,55,
190,Deon Butler\ButlDe00,SEA,WR,24,13,8,0,0,0,0,0,2,6,3.00,0,70,36,385,10.69,4,0,,4,,,63,99.1,102.1,81.1,,74,
191,Michael Jenkins\JenkMi00,ATL,WR,28,11,9,0,0,0,0,0,0,0,,0,73,41,505,12.32,2,0,,2,,,63,103.5,106.5,83.0,,75,
192,Heath Miller\MillHe00,PIT,TE,28,14,14,0,0,0,0,0,0,0,,0,67,42,512,12.19,2,1,,2,,,63,105.2,108.2,84.2,,24,
193,Jimmy Clausen\ClauJi00,CAR,QB,23,13,10,157,299,1558,3,9,23,57,2.48,0,0,0,0,,0,9,,0,,,62,62.0,74.0,71.0,,37,
194,Derrick Ward\WardDe01,HOU,RB,30,16,0,0,0,0,0,0,50,315,6.30,4,11,7,61,8.71,0,0,,4,,,62,68.6,71.6,65.1,,56,
195,Rex Grossman\GrosRe00,WAS,QB,30,4,3,74,133,884,7,4,3,6,2.00,0,0,0,0,,0,4,,0,,2,60,60.0,67.0,64.0,,38,
196,Owen Daniels\DaniOw00,HOU,TE,28,11,10,0,0,0,0,0,0,0,,0,68,38,471,12.39,2,0,,2,,,59,97.1,100.1,78.1,,25,
197,Brandon LaFell\LaFeBr00,CAR,WR,24,14,2,0,1,0,0,0,1,60,60.00,0,77,38,468,12.32,1,0,,1,,,59,96.8,99.8,77.8,,76,
198,Jeremy Shockey\ShocJe00,NOR,TE,30,13,11,0,0,0,0,0,0,0,,0,59,41,408,9.95,3,0,,3,,,59,99.8,102.8,79.3,,26,
199,Drew Stanton\StanDr00,DET,QB,26,6,3,69,119,780,4,3,18,113,6.28,1,0,0,0,,0,3,,1,,,59,58.5,67.5,61.5,,39,
200,Chester Taylor\TaylCh01,CHI,RB,31,16,1,0,0,0,0,0,112,267,2.38,3,26,20,139,6.95,0,0,,3,,,59,78.6,84.6,68.6,,59,
201,Pierre Thomas\ThomPi00,NOR,RB,26,6,3,0,0,0,0,0,83,269,3.24,2,29,29,201,6.93,0,0,,2,,,59,88.0,94.0,73.5,,58,
202,Beanie Wells\WellCh00,ARI,RB,22,13,2,0,0,0,0,0,116,397,3.42,2,8,5,74,14.80,0,1,,2,,,59,64.1,67.1,61.6,,57,
203,T.J. Houshmandzadeh\HousTJ00,BAL,WR,33,16,2,0,0,0,0,0,0,0,,0,57,30,398,13.27,3,1,,3,,,58,87.8,90.8,72.8,,77,
204,Patrick Crayton\CrayPa00,SDG,WR,31,9,2,0,1,0,0,0,0,0,,0,42,28,514,18.36,1,0,,1,,,57,85.4,88.4,71.4,,78,
205,Bo Scaife\ScaiBo00,TEN,TE,29,14,13,0,0,0,0,0,0,0,,0,52,36,318,8.83,4,2,,4,,,56,91.8,94.8,73.8,,27,
206,Arrelious Benn\BennAr00,TAM,WR,22,15,9,0,0,0,0,0,6,35,5.83,0,38,25,395,15.80,2,1,,2,,,55,80.0,83.0,67.5,,79,
207,Jerricho Cotchery\CotcJe00,NYJ,WR,28,14,5,0,0,0,0,0,4,-3,-0.75,0,86,41,433,10.56,2,1,,2,,,55,96.0,99.0,75.5,,80,
208,Toby Gerhart\GerhTo00,MIN,RB,23,15,1,0,0,0,0,0,81,322,3.98,1,29,21,167,7.95,0,3,,1,,,55,75.9,81.9,65.4,,60,
209,Javarris James\JameJa00,IND,RB,23,10,0,0,0,0,0,0,46,112,2.43,6,11,9,63,7.00,0,1,,6,,,54,62.5,65.5,58.0,,61,
210,Roscoe Parrish\ParrRo00,BUF,WR,28,8,6,0,0,0,0,0,3,23,7.67,0,53,33,400,12.12,2,1,,2,,,54,87.3,90.3,70.8,,81,
211,Tashard Choice\ChoiTa00,DAL,RB,26,16,0,0,0,0,0,0,66,243,3.68,3,22,17,109,6.41,0,1,,3,,,53,70.2,76.2,61.7,,62,
212,Dallas Clark\ClarDa00,IND,TE,31,6,6,0,0,0,0,0,0,0,,0,53,37,347,9.38,3,0,,3,,,53,89.7,92.7,71.2,,28,
213,Devery Henderson\HendDe00,NOR,WR,28,16,11,0,0,0,0,0,3,8,2.67,0,59,34,464,13.65,1,0,,1,,,53,87.2,90.2,70.2,,83,
214,David Nelson\NelsDa01,BUF,WR,24,15,3,0,0,0,0,0,0,0,,0,47,31,353,11.39,3,0,,3,,,53,84.3,87.3,68.8,,82,
215,Matthew Stafford\StafMa00,DET,QB,22,3,3,57,96,535,6,1,4,11,2.75,1,0,0,0,,0,2,,1,,1,53,52.5,56.5,53.5,,40,
216,Bruce Gradkowski\GradBr00,OAK,QB,27,6,4,83,157,1059,5,7,12,41,3.42,0,0,0,0,,0,3,,0,,,52,52.5,62.5,59.5,,41,
217,Daniel Fells\FellDa00,STL,TE,27,16,6,0,0,0,0,0,0,0,,0,65,41,391,9.54,2,0,,2,,,51,92.1,95.1,71.6,,29,
218,Fred Davis\DaviFr01,WAS,TE,24,16,9,0,0,0,0,0,0,0,,0,30,21,316,15.05,3,0,,3,,,50,70.6,73.6,60.1,,30,
219,Emmanuel Sanders\SandEm00,PIT,WR,23,13,1,0,0,0,0,0,0,0,,0,50,28,376,13.43,2,2,,2,,,50,77.6,80.6,63.6,,84,
220,C.J. Spiller\SpilC.00,BUF,RB,23,14,1,0,0,0,0,0,74,283,3.82,0,30,24,157,6.54,1,5,,2,,,50,80.0,86.0,68.0,,63,
221,Brian Robiskie\RobiBr00,CLE,WR,23,14,11,0,0,0,0,0,0,0,,0,49,29,310,10.69,3,0,,3,,,49,78.0,81.0,63.5,,85,
222,Jerome Harrison\HarrJe00,2TM,RB,27,12,2,0,0,0,0,0,71,330,4.65,1,13,12,85,7.08,0,2,,1,,,48,59.5,62.5,53.5,,65,
223,DeAngelo Williams\WillDe02,CAR,RB,27,6,6,0,0,0,0,0,87,361,4.15,1,13,11,61,5.55,0,1,,1,,,48,59.2,62.2,53.7,,64,
224,Darrius Heyward-Bey\HeywDa00,OAK,WR,23,15,14,0,0,0,0,0,4,48,12.00,0,65,26,366,14.08,1,1,,1,,,47,73.4,76.4,60.4,,86,
225,Jerome Simpson\SimpJe00,CIN,WR,24,5,3,0,0,0,0,0,1,2,2.00,0,25,20,277,13.85,3,2,,3,,,46,65.9,68.9,55.9,,87,
226,Legedu Naanee\NaanLe00,SDG,WR,27,10,9,0,0,0,0,0,3,-2,-0.67,0,46,23,371,16.13,1,1,,1,1,,45,67.9,70.9,56.4,,89,
227,Laurent Robinson\RobiLa01,STL,WR,25,14,11,0,0,0,0,0,2,-14,-7.00,0,75,34,344,10.12,2,0,,2,,,45,79.0,82.0,62.0,,88,
228,Brad Smith\SmitBr01,NYJ,WR,27,16,2,2,3,6,1,0,38,299,7.87,1,7,4,44,11.00,0,1,,3,,,45,60.5,63.5,58.5,,90,
229,Vincent Jackson\JackVi00,SDG,WR,27,5,5,0,0,0,0,0,1,14,14.00,0,24,14,248,17.71,3,0,,3,,,44,58.2,61.2,51.2,,91,
230,Isaac Redman\RedmIs20,PIT,RB,26,16,0,0,0,0,0,0,52,247,4.75,0,10,9,72,8.00,2,2,,2,,,44,52.9,55.9,48.4,,66,
231,Tony Scheffler\ScheTo00,DET,TE,27,15,4,0,0,0,0,0,0,0,,0,72,45,378,8.40,1,1,,1,,,44,88.8,91.8,66.3,,31,
232,Mark Clayton\ClayMa01,STL,WR,28,5,5,0,0,0,0,0,1,6,6.00,0,42,23,306,13.30,2,0,,2,,,43,66.2,69.2,54.7,,92,
233,Josh Cribbs\CribJo01,CLE,WR,27,15,5,2,3,19,0,0,20,66,3.30,0,39,23,292,12.70,1,7,,1,,,43,65.6,68.6,54.1,,94,
234,Andre Roberts\RobeAn00,ARI,WR,22,15,2,0,0,0,0,0,0,0,,0,49,24,307,12.79,2,2,,2,,,43,66.7,69.7,54.7,,93,
235,Reggie Bush\BushRe00,NOR,RB,25,8,6,0,0,0,0,0,36,150,4.17,0,42,34,208,6.12,1,2,,1,,,42,75.8,81.8,58.8,,68,
236,Jared Cook\CookJa02,TEN,TE,23,16,1,0,0,0,0,0,0,0,,0,45,29,361,12.45,1,0,,1,,,42,71.1,74.1,56.6,,32,
237,Bernard Scott\ScotBe00,CIN,RB,26,16,0,0,0,0,0,0,61,299,4.90,1,13,11,60,5.45,0,2,,1,,,42,52.9,55.9,47.4,,67,
238,Chansi Stuckey\StucCh20,CLE,WR,27,16,5,0,0,0,0,0,3,9,3.00,1,63,40,346,8.65,0,3,,1,,,42,81.5,84.5,61.5,,95,
239,Seneca Wallace\WallSe00,CLE,QB,30,8,4,64,101,694,4,2,7,9,1.29,0,1,1,9,9.00,0,1,,0,,,42,42.6,47.6,44.1,,42,
240,Ladell Betts\BettLa00,NOR,RB,31,8,1,0,0,0,0,0,45,150,3.33,2,31,23,141,6.13,0,1,,2,,,41,64.1,70.1,52.6,,69,
241,Clinton Portis\PortCl00,WAS,RB,29,5,5,0,0,0,0,0,54,227,4.20,2,9,5,55,11.00,0,0,,2,,,40,45.2,48.2,42.7,,71,
242,Sidney Rice\RiceSi01,MIN,WR,24,6,5,0,0,0,0,0,0,0,,0,42,17,280,16.47,2,0,,2,,,40,57.0,60.0,48.5,,97,
243,Javon Ringer\RingJa00,TEN,RB,23,16,0,0,0,0,0,0,51,239,4.69,2,8,7,44,6.29,0,0,,2,,,40,47.3,50.3,43.8,,70,
244,Demaryius Thomas\ThomDe03,DEN,WR,23,10,2,0,0,0,0,0,2,1,0.50,0,39,22,283,12.86,2,3,,2,,,40,62.4,65.4,51.4,,96,
245,Earnest Graham\GrahEa00,TAM,RB,30,12,7,1,1,2,1,0,20,99,4.95,1,19,16,130,8.13,1,1,,2,,,39,55.0,58.0,47.0,,72,
246,Seyi Ajirotutu\AjirSe00,SDG,WR,23,10,0,0,0,0,0,0,0,0,,0,23,13,262,20.15,2,0,,2,,,38,51.2,54.2,44.7,,98,
247,John Carlson\CarlJo00,SEA,TE,26,15,13,0,0,0,0,0,0,0,,0,58,31,318,10.26,1,0,,1,,,38,68.8,71.8,53.3,,34,
248,Evan Moore\MoorEv00,CLE,TE,25,12,4,0,0,0,0,0,0,0,,0,26,16,322,20.13,1,1,,1,,,38,54.2,57.2,46.2,,33,
249,Danario Alexander\AlexDa00,STL,WR,24,8,2,0,0,0,0,0,0,0,,0,37,20,306,15.30,1,0,,1,,,37,56.6,59.6,46.6,,101,
250,Anthony Dixon\DixoAn00,SFO,RB,23,16,0,0,0,0,0,0,70,237,3.39,2,5,5,11,2.20,0,0,,2,,,37,41.8,44.8,39.3,,73,
251,Matt Moore\MoorMa01,CAR,QB,26,6,5,79,143,857,5,10,5,25,5.00,0,0,0,0,,0,4,,0,,,37,36.8,49.8,46.8,,44,
252,Antwaan Randle El\RandAn00,PIT,WR,31,16,0,2,2,42,2,0,1,2,2.00,0,39,22,253,11.50,0,2,,0,,,37,57.2,60.2,46.2,,99,
253,Micheal Spurlock\SpurMi00,TAM,WR,27,16,1,0,3,0,0,0,0,0,,0,33,17,250,14.71,2,2,,3,,,37,60.0,63.0,51.5,,100,
254,Joe Webb\WebbJo00,MIN,QB,24,5,2,54,89,477,0,3,18,120,6.67,2,0,0,0,,0,1,,2,,,37,37.1,46.1,40.1,,43,
255,Charlie Whitehurst\WhitCh02,SEA,QB,28,6,2,57,99,507,2,3,20,43,2.15,1,0,0,0,,0,2,,1,,2,37,36.6,42.6,39.6,,45,
256,Early Doucet\DoucEa00,ARI,WR,25,10,5,0,0,0,0,0,2,5,2.50,0,59,26,291,11.19,1,0,,1,,,36,61.6,64.6,48.6,,102,
257,Jermichael Finley\FinlJe00,GNB,TE,23,5,5,0,0,0,0,0,0,0,,0,26,21,301,14.33,1,0,,1,,,36,57.1,60.1,46.6,,35,
258,Kenneth Darby\DarbKe00,STL,RB,28,14,0,0,0,0,0,0,34,107,3.15,2,13,10,61,6.10,1,0,,3,,,35,44.8,47.8,39.8,,74,
259,Harry Douglas\DougHa00,ATL,WR,26,16,4,0,0,0,0,0,2,-5,-2.50,0,53,22,294,13.36,1,0,,1,,,35,56.9,59.9,45.9,,104,
260,Brian Finneran\FinnBr00,ATL,WR,34,16,1,0,0,0,0,0,0,0,,0,32,19,166,8.74,3,0,,3,,,35,53.6,56.6,44.1,,105,
261,John Skelton\SkelJo00,ARI,QB,22,5,4,60,126,662,2,2,10,49,4.90,0,0,0,0,,0,3,,0,,,35,35.4,40.4,37.4,,46,
262,Brandon Stokley\StokBr00,SEA,WR,34,11,0,0,0,0,0,0,0,0,,0,43,31,354,11.42,0,0,,0,,,35,66.4,69.4,50.9,,103,
263,Delanie Walker\WalkHu00,SFO,TE,26,14,8,0,0,0,0,0,3,18,6.00,0,45,29,331,11.41,0,1,,0,,,35,63.9,66.9,49.4,,36,
264,Andre Caldwell\CaldAn00,CIN,WR,25,15,5,0,0,0,0,0,1,-2,-2.00,0,37,25,345,13.80,0,1,,0,,,34,59.3,62.3,46.8,,106,
265,Dexter McCluster\McClDe00,KAN,WR,21,11,7,0,0,0,0,0,18,71,3.94,0,39,21,209,9.95,1,2,,2,,,34,61.0,64.0,50.5,,108,
266,Randy McMichael\McMiRa01,SDG,WR,31,16,11,0,0,0,0,0,0,0,,0,27,20,221,11.05,2,0,,2,,,34,54.1,57.1,44.1,,107,
267,Mewelde Moore\MoorMe00,PIT,RB,28,15,0,0,0,0,0,0,33,99,3.00,0,31,26,205,7.88,0,0,,0,2,,34,60.4,63.4,47.4,,75,
268,David Thomas\ThomDa02,NOR,TE,27,13,8,0,0,0,0,0,0,0,,0,46,30,219,7.30,2,0,,2,,,34,63.9,66.9,48.9,,37,
269,Justin Gage\GageJu00,TEN,WR,29,11,4,0,0,0,0,0,0,0,,0,43,20,266,13.30,1,0,,1,,,33,52.6,55.6,42.6,,109,
270,Michael Hoomanawanui\HoomMi00,STL,TE,22,8,3,0,0,0,0,0,0,0,,0,22,13,146,11.23,3,0,,3,,,33,45.6,48.6,39.1,,38,
271,Craig Davis\DaviCr00,SDG,WR,25,7,1,0,0,0,0,0,0,0,,0,39,21,259,12.33,1,0,,1,,,32,52.9,55.9,42.4,,110,
272,Jason Hill\HillJa00,2TM,WR,25,8,1,0,0,0,0,0,0,0,,0,21,11,248,22.55,1,0,,1,,,31,41.8,44.8,36.3,,111,
273,Greg Camarillo\CamaGr00,MIN,WR,28,16,1,0,0,0,0,0,0,0,,0,34,20,240,12.00,1,0,,1,,,30,50.0,53.0,40.0,,112,
274,Andrew Quarless\QuarAn00,GNB,TE,22,13,3,0,0,0,0,0,0,0,,0,33,21,238,11.33,1,1,,1,,,30,50.8,53.8,40.3,,39,
275,Jake Delhomme\DelhJa00,CLE,QB,35,5,4,93,149,872,2,7,8,-2,-0.25,0,0,0,0,,0,3,,0,,,29,28.7,38.7,35.7,,48,
276,Zach Miller\MillZa02,JAX,TE,26,15,5,0,0,0,0,0,2,9,4.50,0,26,20,216,10.80,1,0,,1,,,29,48.5,51.5,38.5,,40,
277,Tyler Thigpen\ThigTy00,MIA,QB,26,5,1,33,62,435,2,2,13,73,5.62,0,0,0,0,,0,1,,0,,,29,28.7,33.7,30.7,,47,
278,Matt Flynn\FlynMa00,GNB,QB,25,7,1,40,66,433,3,2,9,26,2.89,0,0,0,0,,0,1,,0,,,28,27.9,32.9,29.9,,49,
279,Derek Hagan\HagaDe00,NYG,WR,26,7,4,0,0,0,0,0,0,0,,0,43,24,223,9.29,1,0,,1,,,28,52.3,55.3,40.3,,114,
280,Julius Jones\JoneJu01,2TM,RB,29,12,2,0,0,0,0,0,60,223,3.72,0,22,17,59,3.47,0,1,,0,,,28,45.2,48.2,36.7,,76,
281,LaRod Stephens-Howling\StepLa00,ARI,WR,23,13,2,0,0,0,0,0,23,113,4.91,1,23,16,111,6.94,0,0,,3,,,28,56.4,62.4,48.4,,113,
282,Billy Bajema\BajeBi00,STL,TE,28,13,8,0,0,0,0,0,0,0,,0,24,14,145,10.36,2,1,,2,,,27,40.5,43.5,33.5,,41,
283,Chris Chambers\ChamCh00,KAN,WR,32,13,7,0,0,0,0,0,0,0,,0,43,22,213,9.68,1,0,,1,,,27,49.3,52.3,38.3,,116,
284,Mike Hart\HartMi00,IND,RB,24,7,1,0,0,0,0,0,43,185,4.30,1,6,6,25,4.17,0,0,,1,,,27,33.0,36.0,30.0,,77,
285,Jacob Hester\HestJa00,SDG,RB,25,15,7,0,0,0,0,0,26,60,2.31,0,26,22,145,6.59,1,0,,1,,,27,48.5,51.5,37.5,,78,
286,Donald Jones\JoneDo00,BUF,WR,23,15,5,0,0,0,0,0,3,1,0.33,0,41,18,213,11.83,1,0,,1,,,27,45.4,48.4,36.4,,115,
287,Martellus Bennett\BennMa00,DAL,TE,23,16,11,0,0,0,0,0,0,0,,0,47,33,260,7.88,0,1,,0,,,26,59.0,62.0,42.5,,43,
288,Tarvaris Jackson\JackTa00,MIN,QB,27,3,1,34,58,341,3,4,7,63,9.00,0,0,0,0,,0,1,,0,,1,26,25.9,32.9,29.9,,50,
289,Brian Leonard\LeonBr00,CIN,RB,26,11,0,0,0,0,0,0,9,61,6.78,0,26,20,137,6.85,1,0,,1,,,26,45.8,48.8,35.8,,79,
290,Dante Rosario\RosaDa00,CAR,TE,26,16,6,0,0,0,0,0,1,-2,-2.00,0,58,32,264,8.25,0,0,,0,,,26,58.2,61.2,42.2,,42,
291,Kevin Smith\SmitKe02,DET,RB,24,6,0,0,0,0,0,0,34,133,3.91,0,16,11,123,11.18,0,0,,0,,,26,36.6,42.6,31.1,,80,
292,Trent Edwards\EdwaTr01,2TM,QB,27,5,3,55,101,521,2,5,14,58,4.14,0,0,0,0,,0,0,,0,,,25,24.6,32.6,29.6,,52,
293,Donald Lee\LeexDo00,GNB,TE,30,15,6,0,0,0,0,0,0,0,,0,12,11,73,6.64,3,1,,3,,,25,36.3,36.3,30.8,,44,
294,Stephen McGee\McGeSt00,DAL,QB,25,2,1,22,44,238,2,0,13,74,5.69,0,0,0,0,,0,1,,0,,,25,24.9,24.9,24.9,,51,
295,Mike Sellers\SellMi00,WAS,RB,35,16,8,0,0,0,0,0,4,2,0.50,0,40,20,224,11.20,0,0,,0,1,,25,44.6,47.6,34.6,,81,
296,Travis Beckum\BeckTr00,NYG,TE,23,16,2,0,0,0,0,0,0,0,,0,18,13,116,8.92,2,0,,2,,,24,36.6,39.6,30.1,,46,
297,Bernard Berrian\BerrBe00,MIN,WR,30,14,9,0,0,0,0,0,1,-8,-8.00,0,54,28,252,9.00,0,2,,0,,,24,52.4,55.4,38.4,,117,
298,Jeff King\KingJe00,CAR,WR,27,16,16,0,0,0,0,0,0,0,,0,32,19,121,6.37,2,0,,2,,,24,43.1,46.1,33.6,,118,
299,Craig Stevens\StevCr00,TEN,TE,26,15,13,0,0,0,0,0,0,0,,0,23,11,122,11.09,2,0,,2,,,24,35.2,38.2,29.7,,45,
300,Sammie Stroughter\StroSa00,TAM,WR,24,12,4,0,0,0,0,0,1,2,2.00,0,38,24,239,9.96,0,1,,0,,,24,48.1,51.1,36.1,,119,
301,Leon Washington\WashLe00,SEA,RB,28,16,0,0,0,0,0,0,27,100,3.70,1,13,9,79,8.78,0,3,,4,,,24,50.9,53.9,46.4,,82,
302,Charlie Batch\BatcCh00,PIT,QB,36,3,2,29,49,352,3,3,7,30,4.29,0,0,0,0,,0,2,,0,,,23,23.1,29.1,26.1,,53,
303,Ted Ginn\GinnTe00,SFO,WR,25,13,0,0,0,0,0,0,2,11,5.50,0,35,12,163,13.58,1,1,,2,,,23,41.4,44.4,35.4,,120,
304,Bryant Johnson\JohnBr02,DET,WR,29,14,7,0,0,0,0,0,0,0,,0,49,18,210,11.67,0,0,,0,1,,23,41.0,44.0,32.0,,123,
305,Golden Tate\TateGo00,SEA,WR,22,11,0,0,0,0,0,0,2,4,2.00,0,39,21,227,10.81,0,1,,0,,,23,44.1,47.1,33.6,,122,
306,Kelley Washington\WashKe00,SDG,WR,31,8,0,0,0,0,0,0,0,0,,0,14,13,173,13.31,1,0,,1,,,23,36.3,39.3,29.8,,121,
307,John Gilmore\GilmJo00,TAM,TE,31,16,11,0,0,0,0,0,0,0,,0,18,13,160,12.31,1,0,,1,,,22,35.0,38.0,28.5,,47,
308,Ruvell Martin\MartRu00,SEA,WR,28,5,0,0,0,0,0,0,0,0,,0,9,7,158,22.57,1,0,,1,,,22,28.8,31.8,25.3,,125,
309,Le'Ron McClain\McClLe00,BAL,RB,26,15,13,0,0,0,0,0,28,85,3.04,0,26,21,134,6.38,0,0,,0,,,22,42.9,45.9,32.4,,84,
310,Ovie Mughelli*\MughOv00,ATL,RB,30,16,6,0,0,0,0,0,13,36,2.77,0,18,13,126,9.69,1,0,,1,,,22,35.2,38.2,28.7,,83,
311,Damian Williams\WillDa04,TEN,WR,22,16,1,0,0,0,0,0,1,5,5.00,0,28,16,219,13.69,0,0,,0,,,22,38.4,41.4,30.4,,124,
312,Patrick Cobbs\CobbPa00,MIA,RB,27,16,1,0,0,0,0,0,4,0,0.00,0,18,8,91,11.38,2,1,,2,,,21,29.1,29.1,25.1,,85,
313,Ed Dickson\DickEd00,BAL,TE,23,15,3,0,0,0,0,0,0,0,,0,23,11,152,13.82,1,0,,1,,,21,32.2,35.2,26.7,,48,
314,Joe McKnight\McKnJo00,NYJ,RB,22,9,1,0,0,0,0,0,39,189,4.85,0,4,3,20,6.67,0,0,,0,,,21,23.9,26.9,22.4,,86,
315,Chad Hall\HallCh00,PHI,WR,24,8,1,0,0,0,0,0,9,29,3.22,0,18,11,115,10.45,1,0,,1,,,20,31.4,34.4,25.9,,127,
316,Greg Lewis\LewiGr01,MIN,WR,30,13,5,0,0,0,0,0,0,0,,0,37,17,197,11.59,0,0,,0,,,20,36.7,39.7,28.2,,128,
317,Marlon Moore\MoorMa02,MIA,WR,23,9,0,0,0,0,0,0,1,16,16.00,0,19,6,128,21.33,1,0,,1,,,20,26.4,29.4,23.4,,126,
318,Leonard Pope\PopeLe00,KAN,TE,27,16,6,0,0,0,0,0,0,0,,0,19,10,76,7.60,2,0,,2,,,20,29.6,29.6,24.6,,49,
319,Owen Schmitt\SchmOw00,PHI,RB,25,15,5,0,0,0,0,0,0,0,,0,24,19,136,7.16,1,0,,1,,,20,38.6,41.6,29.1,,87,
320,Chris Baker\BakeCh00,SEA,WR,31,16,13,0,0,0,0,0,0,0,,0,19,9,116,12.89,1,0,,1,,,18,26.6,29.6,22.1,,130,
321,Riley Cooper\CoopRi00,PHI,WR,23,13,2,0,0,0,0,0,0,0,,0,18,7,116,16.57,1,0,,1,,,18,24.6,27.6,21.1,,129,
322,Lousaka Polite\PoliLo00,MIA,RB,29,16,10,0,0,0,0,0,26,62,2.38,1,17,12,61,5.08,0,0,,1,,,18,30.3,30.3,24.3,,88,
323,Dominic Rhodes\RhodDo00,IND,RB,31,3,0,0,0,0,0,0,37,172,4.65,0,4,1,4,4.00,0,1,,0,,,18,18.6,21.6,18.1,,89,
324,Lance Ball\BallLa00,DEN,RB,25,10,0,0,0,0,0,0,41,158,3.85,0,6,3,16,5.33,0,1,,0,,,17,20.4,23.4,18.9,,90,
